,2P,2P%,2PA,3P,3P%,3PA,AST,Awards,BLK,Conf,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,Name,ORB,PF,PTS,SOS,STL,School,Season,TOV,TRB, 
912,2.9,0.503,5.7,2.1,0.376,5.6,2.0,0,0.3,,2.3,5.0,0.44,11.4,2.7,0.7879999999999999,3.5,69,67,31.0,Gary Harris,1.0,2.0,14.9,9.96,1.6,Michigan State,['Career'],1.6,3.3,
913,3.4,0.598,5.7,0.0,0.0,0.0,0.6,NCAA All-Tournament,0.7,Big Ten,3.8,3.4,0.598,5.7,0.6,0.442,1.3,39,8,19.7,Mitch McGary,2.5,2.4,7.5,10.05,1.1,Michigan,['2012-13'],1.2,6.3,0
914,3.8,0.5660000000000001,6.6,0.0,0.0,0.3,1.5,,0.8,Big Ten,5.4,3.8,0.545,6.9,2.0,0.667,3.0,8,4,24.8,Mitch McGary,2.9,3.1,9.5,9.65,1.9,Michigan,['2013-14'],1.6,8.3,0
915,3.5,0.5920000000000001,5.9,0.0,0.0,0.0,0.8,,0.7,,4.0,3.5,0.588,5.9,0.8,0.513,1.6,47,12,20.6,Mitch McGary,2.6,2.5,7.8,9.85,1.2,Michigan,['Career'],1.3,6.6,0
916,3.6,0.5429999999999999,6.6,1.4,0.307,4.5,1.8,0,0.4,Pac-12,3.2,5.0,0.447,11.2,3.9,0.843,4.6,33,27,30.3,Jordan Adams,0.6,2.1,15.3,7.82,2.2,UCLA,['2012-13'],1.2,3.8,
917,4.3,0.551,7.9,1.4,0.35600000000000004,4.1,2.3,0,0.1,Pac-12,3.5,5.8,0.485,11.9,4.4,0.836,5.3,36,36,30.1,Jordan Adams,1.9,2.2,17.4,7.62,2.6,UCLA,['2013-14'],1.5,5.3,
918,4.0,0.5479999999999999,7.3,1.4,0.331,4.3,2.1,0,0.2,,3.3,5.4,0.467,11.6,4.2,0.8390000000000001,5.0,69,63,30.2,Jordan Adams,1.3,2.1,16.4,7.72,2.4,UCLA,['Career'],1.4,4.6,
919,2.5,0.506,4.9,1.5,0.364,4.0,2.0,0,0.4,SEC,3.8,4.0,0.44299999999999995,9.0,0.8,0.659,1.3,32,29,32.8,Rodney Hood,1.0,1.3,10.3,4.86,0.4,Mississippi State,['2011-12'],0.9,4.8,
920,3.4,0.494,6.9,2.0,0.42,4.8,2.1,0,0.3,ACC,3.1,5.5,0.46399999999999997,11.8,3.1,0.807,3.9,35,33,32.9,Rodney Hood,0.8,2.6,16.1,8.48,0.7,Duke,['2013-14'],1.5,3.9,
921,3.0,0.499,6.0,1.8,0.396,4.4,2.1,0,0.3,,3.4,4.7,0.455,10.4,2.0,0.773,2.6,67,62,32.8,Rodney Hood,0.9,2.0,13.3,6.67,0.6,Overall,['Career'],1.3,4.3,
922,1.3,0.419,3.1,1.1,0.326,3.4,3.0,,0.1,Big East,1.8,2.4,0.37,6.6,1.8,0.7709999999999999,2.3,41,0,23.8,Shabazz Napier,0.6,1.8,7.8,10.44,1.6,UConn,['2010-11'],1.8,2.4,0
923,2.3,0.418,5.4,1.7,0.355,4.9,5.8,,0.3,Big East,2.9,4.0,0.389,10.3,3.2,0.743,4.4,34,31,35.0,Shabazz Napier,0.7,2.6,13.0,8.07,1.6,UConn,['2011-12'],2.8,3.5,0
924,2.8,0.488,5.7,2.4,0.39799999999999996,6.1,4.6,,0.1,Big East,3.9,5.2,0.441,11.8,4.2,0.8190000000000001,5.1,28,27,37.3,Shabazz Napier,0.5,2.1,17.1,7.42,2.0,UConn,['2012-13'],2.4,4.4,0
925,3.2,0.44799999999999995,7.0,2.2,0.405,5.4,4.9,AAC POY; NCAA All-Tournament,0.3,AAC,4.9,5.3,0.429,12.4,5.2,0.87,6.0,40,40,35.1,Shabazz Napier,1.0,2.1,18.0,8.62,1.8,UConn,['2013-14'],2.9,5.9,0
926,2.3,0.444,5.3,1.8,0.375,4.8,4.5,,0.2,,3.3,4.2,0.41100000000000003,10.1,3.6,0.813,4.4,143,98,32.3,Shabazz Napier,0.7,2.1,13.7,8.64,1.8,UConn,['Career'],2.4,4.0,0
927,0.8,0.466,1.8,1.9,0.401,4.8,0.9,0,0.3,Pac-10,1.4,2.7,0.419,6.5,0.8,0.8059999999999999,0.9,33,6,15.8,C.J. Wilcox,0.7,1.2,8.1,7.74,0.4,Washington,['2010-11'],0.6,2.1,
928,2.5,0.473,5.2,2.3,0.40299999999999997,5.7,1.2,0,0.6,Pac-12,2.6,4.8,0.43700000000000006,10.9,2.4,0.8390000000000001,2.9,32,12,28.5,C.J. Wilcox,0.8,2.0,14.2,5.27,0.9,Washington,['2011-12'],1.3,3.4,
929,3.7,0.45799999999999996,8.1,2.2,0.366,6.0,1.9,0,1.1,Pac-12,3.1,5.9,0.419,14.1,2.7,0.816,3.4,34,34,34.8,C.J. Wilcox,1.2,2.1,16.8,7.22,1.1,Washington,['2012-13'],1.9,4.3,
930,3.3,0.522,6.4,2.8,0.391,7.2,2.5,0,1.0,Pac-12,3.0,6.2,0.45299999999999996,13.6,3.2,0.873,3.7,32,31,34.9,C.J. Wilcox,0.7,2.3,18.3,6.45,1.0,Washington,['2013-14'],1.7,3.7,
931,2.6,0.48100000000000004,5.4,2.3,0.389,5.9,1.6,0,0.7,,2.5,4.9,0.433,11.3,2.3,0.84,2.7,131,83,28.5,C.J. Wilcox,0.8,1.9,14.4,6.67,0.9,Washington,['Career'],1.4,3.4,
932,0.8,0.489,1.6,0.1,0.2,0.4,0.3,0,0.3,Pac-10,1.0,0.9,0.436,2.0,0.5,0.65,0.7,28,0,9.9,Josh Huestis,1.0,0.6,2.3,5.17,0.1,Stanford,['2010-11'],0.3,2.0,
933,1.6,0.49200000000000005,3.4,0.3,0.27899999999999997,1.2,0.9,0,1.2,Pac-12,3.1,2.0,0.43700000000000006,4.5,1.0,0.514,2.0,37,5,20.1,Josh Huestis,1.7,1.6,5.3,3.99,0.5,Stanford,['2011-12'],0.7,4.8,
934,3.3,0.502,6.6,0.8,0.33799999999999997,2.3,0.9,0,2.1,Pac-12,5.8,4.1,0.46,8.9,1.6,0.667,2.4,34,34,32.1,Josh Huestis,3.3,2.3,10.5,7.37,0.8,Stanford,['2012-13'],1.4,9.0,
935,3.6,0.483,7.5,0.7,0.33799999999999997,2.1,1.2,0,1.9,Pac-12,5.7,4.3,0.451,9.6,1.8,0.627,2.8,36,36,35.2,Josh Huestis,2.5,2.1,11.2,9.0,0.6,Stanford,['2013-14'],1.2,8.2,
936,2.4,0.49200000000000005,4.9,0.5,0.319,1.5,0.8,0,1.4,,4.0,2.9,0.451,6.4,1.3,0.61,2.1,135,75,25.0,Josh Huestis,2.2,1.7,7.5,6.38,0.5,Stanford,['Career'],0.9,6.2,
937,3.3,0.447,7.3,0.2,0.21100000000000002,1.1,3.5,0,0.9,Pac-12,6.5,3.5,0.41600000000000004,8.4,2.5,0.735,3.3,35,34,29.9,Kyle Anderson,2.1,2.1,9.7,7.82,1.8,UCLA,['2012-13'],2.1,8.6,
938,4.3,0.48,8.9,0.8,0.483,1.6,6.5,0,0.8,Pac-12,7.5,5.0,0.48,10.5,3.8,0.737,5.2,36,36,33.2,Kyle Anderson,1.3,1.7,14.6,7.62,1.8,UCLA,['2013-14'],3.1,8.8,
939,3.8,0.465,8.1,0.5,0.375,1.4,5.0,0,0.8,,7.0,4.3,0.452,9.4,3.1,0.736,4.3,71,70,31.6,Kyle Anderson,1.7,1.9,12.2,7.72,1.8,UCLA,['Career'],2.6,8.7,
940,1.2,0.514,2.4,0.2,0.28,0.8,0.2,0,0.7,ACC,0.7,1.5,0.45399999999999996,3.2,0.7,0.579,1.3,30,1,10.1,K.J. McDaniels,1.1,0.9,3.9,3.41,0.3,Clemson,['2011-12'],0.4,1.8,
941,2.8,0.494,5.6,1.1,0.33299999999999996,3.4,0.8,0,2.1,ACC,3.2,3.9,0.433,9.0,1.9,0.684,2.8,28,25,27.5,K.J. McDaniels,1.8,2.2,10.9,4.44,1.1,Clemson,['2012-13'],1.6,5.0,
942,4.6,0.527,8.8,1.2,0.304,3.8,1.6,0,2.8,ACC,4.7,5.8,0.45899999999999996,12.6,4.3,0.8420000000000001,5.1,36,35,33.7,K.J. McDaniels,2.4,2.2,17.1,5.97,1.1,Clemson,['2013-14'],2.3,7.1,
943,3.0,0.516,5.8,0.9,0.313,2.8,0.9,0,1.9,,3.0,3.9,0.45,8.6,2.4,0.767,3.2,94,61,24.3,K.J. McDaniels,1.8,1.8,11.0,4.6,0.9,Clemson,['Career'],1.5,4.8,
944,3.5,0.535,6.6,1.2,0.318,3.8,0.6,0,0.9,MVC,3.2,4.7,0.455,10.4,3.3,0.7909999999999999,4.2,39,22,25.1,Cleanthony Early,2.3,2.6,13.9,6.09,0.7,Wichita State,['2012-13'],1.6,5.4,
945,3.4,0.579,5.8,1.8,0.373,4.9,0.8,0,0.8,MVC,4.6,5.2,0.484,10.7,4.2,0.8440000000000001,5.0,36,36,27.4,Cleanthony Early,1.3,2.3,16.4,1.73,0.8,Wichita State,['2013-14'],1.9,5.9,
946,3.4,0.555,6.2,1.5,0.348,4.3,0.7,0,0.8,,3.8,4.9,0.47,10.5,3.7,0.8190000000000001,4.6,75,58,26.2,Cleanthony Early,1.8,2.4,15.1,3.91,0.8,Wichita State,['Career'],1.7,5.7,
947,3.7,0.5429999999999999,6.8,0.0,0.0,0.2,0.7,0,1.4,SEC,4.8,3.7,0.529,7.0,2.2,0.569,3.8,17,14,25.6,Jarnell Stokes,2.6,2.3,9.6,6.58,0.9,Tennessee,['2011-12'],2.1,7.4,
948,4.5,0.528,8.5,0.0,0.0,0.0,1.3,0,1.1,SEC,5.5,4.5,0.528,8.5,3.3,0.5670000000000001,5.9,33,33,28.8,Jarnell Stokes,4.2,2.4,12.4,6.03,0.7,Tennessee,['2012-13'],2.1,9.6,
949,5.4,0.531,10.1,0.0,0.0,0.0,2.0,0,0.9,SEC,6.4,5.4,0.531,10.1,4.3,0.696,6.2,37,37,32.4,Jarnell Stokes,4.2,2.0,15.1,7.84,0.7,Tennessee,['2013-14'],2.1,10.6,
950,4.7,0.532,8.9,0.0,0.0,0.0,1.5,0,1.1,,5.7,4.7,0.53,8.9,3.5,0.628,5.6,87,84,29.7,Jarnell Stokes,3.9,2.2,13.0,6.82,0.7,Tennessee,['Career'],2.1,9.6,
951,3.2,0.41200000000000003,7.7,0.1,0.16699999999999998,0.4,0.4,0,0.8,SEC,3.6,3.3,0.39899999999999997,8.1,2.0,0.625,3.1,28,17,21.4,Johnny O'Bryant III,3.1,2.1,8.5,5.51,0.5,LSU,['2011-12'],2.4,6.7,
952,5.2,0.489,10.6,0.1,0.25,0.4,1.7,0,0.7,SEC,5.7,5.3,0.48,11.0,2.9,0.596,4.9,29,27,29.1,Johnny O'Bryant III,3.1,3.1,13.6,4.01,0.5,LSU,['2012-13'],3.2,8.7,
953,5.9,0.495,11.9,0.0,0.33299999999999996,0.1,1.6,0,0.9,SEC,4.7,5.9,0.494,12.0,3.5,0.634,5.5,34,34,30.0,Johnny O'Bryant III,3.0,3.2,15.4,6.61,0.5,LSU,['2013-14'],3.2,7.7,
954,4.8,0.474,10.2,0.1,0.222,0.3,1.3,0,0.8,,4.7,4.9,0.467,10.5,2.8,0.619,4.6,91,78,27.1,Johnny O'Bryant III,3.0,2.8,12.7,5.38,0.5,LSU,['Career'],2.9,7.7,
955,0.6,0.46299999999999997,1.3,0.4,0.24,1.6,0.5,,0.6,Big East,1.5,1.0,0.341,2.9,0.6,0.8,0.8,31,12,12.1,DeAndre Daniels,0.6,1.0,3.0,8.07,0.4,UConn,['2011-12'],0.7,2.1,0
956,4.0,0.515,7.7,0.7,0.309,2.3,0.7,,1.5,Big East,4.2,4.7,0.46799999999999997,10.0,2.1,0.705,2.9,30,30,29.2,DeAndre Daniels,1.3,2.7,12.1,7.42,0.8,UConn,['2012-13'],1.7,5.5,0
957,3.6,0.491,7.4,1.3,0.41700000000000004,3.2,0.4,NCAA All-Tournament,1.4,AAC,4.6,4.9,0.469,10.6,1.8,0.787,2.3,38,38,29.0,DeAndre Daniels,1.4,2.4,13.1,8.62,0.7,UConn,['2013-14'],1.5,6.0,0
958,2.8,0.499,5.6,0.8,0.349,2.4,0.5,,1.2,,3.5,3.6,0.45399999999999996,8.0,1.5,0.752,2.0,99,80,23.8,DeAndre Daniels,1.2,2.0,9.6,8.04,0.6,UConn,['Career'],1.3,4.6,0
959,1.6,0.38,4.2,1.2,0.43799999999999994,2.7,1.8,0,0.3,Pac-12,2.9,2.8,0.402,6.8,3.3,0.816,4.1,36,36,27.4,Spencer Dinwiddie,0.7,2.3,10.0,5.73,0.8,Colorado,['2011-12'],1.4,3.6,
960,2.5,0.47700000000000004,5.3,1.4,0.33799999999999997,4.2,3.0,0,0.5,Pac-12,2.9,3.9,0.415,9.5,6.0,0.825,7.3,33,33,32.5,Spencer Dinwiddie,0.3,2.0,15.3,7.95,1.3,Colorado,['2012-13'],2.2,3.2,
961,2.1,0.515,4.0,1.5,0.413,3.7,3.8,0,0.2,Pac-12,2.6,3.6,0.466,7.7,6.0,0.857,7.0,17,17,31.1,Spencer Dinwiddie,0.5,1.9,14.7,8.8,1.5,Colorado,['2013-14'],1.8,3.1,
962,2.0,0.446,4.6,1.3,0.386,3.5,2.6,0,0.3,,2.9,3.4,0.42,8.0,4.9,0.83,5.9,86,86,30.1,Spencer Dinwiddie,0.5,2.1,13.0,7.49,1.1,Colorado,['Career'],1.8,3.3,
963,1.2,0.47100000000000003,2.6,0.2,0.4,0.4,0.5,0,0.5,Big East,1.8,1.4,0.462,2.9,1.0,0.562,1.8,40,9,14.3,Jerami Grant,1.2,1.4,3.9,8.57,0.4,Syracuse,['2012-13'],0.7,3.0,
964,4.2,0.506,8.2,0.0,0.0,0.2,1.4,0,0.6,ACC,4.3,4.2,0.496,8.4,3.8,0.674,5.6,32,20,31.4,Jerami Grant,2.4,2.3,12.1,7.25,0.8,Syracuse,['2013-14'],1.2,6.8,
965,2.5,0.496,5.1,0.1,0.3,0.3,0.9,0,0.5,,2.9,2.6,0.486,5.3,2.2,0.6409999999999999,3.5,72,29,21.9,Jerami Grant,1.7,1.8,7.5,7.91,0.6,Syracuse,['Career'],0.9,4.7,
966,3.7,0.652,5.7,0.6,0.324,1.8,1.1,0,0.3,Big Ten,3.3,4.3,0.5720000000000001,7.5,1.8,0.6759999999999999,2.7,39,39,33.6,Glenn Robinson III,2.1,1.1,11.0,10.05,1.0,Michigan,['2012-13'],0.8,5.4,
967,4.0,0.562,7.2,0.9,0.306,2.9,1.2,0,0.3,Big Ten,3.0,4.9,0.488,10.1,2.4,0.757,3.1,37,37,32.3,Glenn Robinson III,1.5,1.5,13.1,9.65,0.9,Michigan,['2013-14'],1.2,4.4,
968,3.9,0.603,6.4,0.7,0.313,2.4,1.1,0,0.3,,3.1,4.6,0.525,8.8,2.1,0.718,2.9,76,76,33.0,Glenn Robinson III,1.8,1.3,12.0,9.85,1.0,Michigan,['Career'],1.0,4.9,
969,1.7,0.413,4.1,1.1,0.32,3.6,2.4,,0.5,Pac-12,2.7,2.8,0.369,7.7,2.1,0.679,3.1,35,28,28.1,Nick Johnson,0.5,2.3,8.9,4.62,0.7,Arizona,['2011-12'],1.9,3.3,0
970,2.7,0.47700000000000004,5.7,1.2,0.39299999999999996,3.1,3.2,,0.6,Pac-12,3.2,3.9,0.44799999999999995,8.7,2.5,0.713,3.5,35,35,31.4,Nick Johnson,0.4,1.9,11.5,7.47,1.9,Arizona,['2012-13'],1.9,3.6,0
971,3.8,0.469,8.0,1.6,0.36700000000000005,4.4,2.8,Pac-12 POY,0.7,Pac-12,3.2,5.4,0.43200000000000005,12.5,3.8,0.7809999999999999,4.9,38,38,33.1,Nick Johnson,0.8,2.0,16.3,9.04,1.1,Arizona,['2013-14'],1.7,4.1,0
972,2.8,0.45899999999999996,6.0,1.3,0.359,3.7,2.8,,0.6,,3.1,4.1,0.42100000000000004,9.7,2.8,0.7340000000000001,3.9,108,101,30.9,Nick Johnson,0.6,2.0,12.3,7.04,1.3,Arizona,['Career'],1.8,3.7,0
973,1.8,0.455,3.9,0.5,0.262,1.8,1.4,0,1.0,Big 12,1.9,2.2,0.39399999999999996,5.7,1.5,0.607,2.5,34,10,21.6,Markel Brown,0.6,1.5,6.4,6.94,0.8,Oklahoma State,['2010-11'],1.5,2.5,
974,2.8,0.465,6.1,0.7,0.319,2.2,2.4,0,0.6,Big 12,4.2,3.5,0.426,8.2,2.8,0.732,3.8,33,26,31.1,Markel Brown,0.9,2.4,10.5,8.95,1.2,Oklahoma State,['2011-12'],2.3,5.1,
975,3.5,0.478,7.4,1.6,0.364,4.3,2.4,0,0.8,Big 12,3.9,5.1,0.436,11.8,3.5,0.76,4.5,33,33,34.1,Markel Brown,0.5,2.1,15.3,6.73,1.0,Oklahoma State,['2012-13'],1.7,4.4,
976,4.0,0.525,7.6,1.6,0.379,4.3,2.9,0,1.0,Big 12,4.2,5.6,0.473,11.8,4.4,0.768,5.7,34,34,35.3,Markel Brown,1.1,2.5,17.2,8.34,1.0,Oklahoma State,['2013-14'],1.6,5.3,
977,3.0,0.486,6.2,1.1,0.34700000000000003,3.1,2.3,0,0.8,,3.5,4.1,0.439,9.4,3.0,0.733,4.1,134,103,30.5,Markel Brown,0.8,2.1,12.4,7.74,1.0,Oklahoma State,['Career'],1.8,4.3,
978,2.6,0.5,5.2,0.2,0.28,0.8,1.0,0,0.9,Pac-10,3.8,2.8,0.47100000000000003,6.0,2.2,0.6829999999999999,3.3,31,24,24.4,Dwight Powell,1.4,3.0,8.1,5.17,0.8,Stanford,['2010-11'],1.4,5.2,
979,2.1,0.5,4.1,0.0,0.059000000000000004,0.5,0.7,0,0.6,Pac-12,3.5,2.1,0.45299999999999996,4.6,1.6,0.705,2.2,35,11,17.5,Dwight Powell,1.1,2.3,5.8,3.99,0.8,Stanford,['2011-12'],1.5,4.6,
980,4.8,0.469,10.3,0.4,0.455,1.0,2.1,0,1.1,Pac-12,6.3,5.3,0.467,11.3,3.9,0.7959999999999999,4.9,34,34,30.4,Dwight Powell,2.1,3.1,14.9,7.37,0.8,Stanford,['2012-13'],2.4,8.4,
981,4.6,0.485,9.4,0.3,0.256,1.1,3.1,0,0.8,Pac-12,4.9,4.9,0.462,10.5,4.0,0.687,5.9,36,36,32.4,Dwight Powell,1.9,3.1,14.0,9.0,1.3,Stanford,['2013-14'],2.9,6.9,
982,3.5,0.484,7.3,0.2,0.289,0.8,1.8,0,0.9,,4.6,3.8,0.46399999999999997,8.2,3.0,0.722,4.1,136,105,26.2,Dwight Powell,1.7,2.9,10.8,6.38,0.9,Stanford,['Career'],2.1,6.3,
983,2.9,0.48700000000000004,5.9,0.7,0.303,2.4,1.9,0,0.1,CUSA,1.7,3.6,0.433,8.3,3.6,0.7929999999999999,4.5,27,9,24.9,Jordan Clarkson,0.4,2.3,11.5,3.25,0.7,Tulsa,['2010-11'],2.9,2.1,
984,4.0,0.461,8.7,1.4,0.374,3.7,2.5,0,0.5,CUSA,2.7,5.4,0.435,12.4,4.3,0.784,5.5,31,31,33.9,Jordan Clarkson,1.1,2.4,16.5,2.85,0.9,Tulsa,['2011-12'],2.7,3.9,
985,5.1,0.501,10.1,0.9,0.281,3.3,3.4,0,0.2,SEC,3.0,6.0,0.44799999999999995,13.3,4.6,0.831,5.6,35,35,35.1,Jordan Clarkson,0.8,2.2,17.5,6.86,1.1,Missouri,['2013-14'],2.7,3.8,
986,4.1,0.485,8.4,1.0,0.322,3.2,2.7,0,0.3,,2.5,5.1,0.44,11.6,4.2,0.805,5.2,93,75,31.7,Jordan Clarkson,0.8,2.3,15.4,4.32,0.9,Overall,['Career'],2.7,3.3,
987,0.4,0.292,1.4,0.4,0.41200000000000003,1.0,0.8,0,0.1,Big East,0.4,0.8,0.341,2.4,0.2,0.6,0.3,17,0,5.6,Russ Smith,0.1,1.0,2.2,8.2,0.8,Louisville,['2010-11'],0.8,0.4,
988,2.8,0.379,7.3,1.1,0.306,3.4,1.9,0,0.0,Big East,1.8,3.8,0.35600000000000004,10.7,2.8,0.764,3.7,39,7,21.5,Russ Smith,0.7,2.8,11.5,9.02,2.2,Louisville,['2011-12'],2.3,2.5,
989,4.3,0.45799999999999996,9.3,1.6,0.32799999999999996,4.7,2.9,0,0.1,Big East,2.3,5.8,0.414,14.0,5.6,0.804,6.9,40,37,30.3,Russ Smith,1.0,2.6,18.7,9.13,2.1,Louisville,['2012-13'],2.7,3.3,
990,4.2,0.517,8.1,1.9,0.387,4.9,4.6,0,0.1,AAC,2.5,6.1,0.46799999999999997,13.0,4.1,0.705,5.9,37,36,29.3,Russ Smith,0.8,2.5,18.2,4.79,2.0,Louisville,['2013-14'],2.8,3.3,
991,3.3,0.449,7.4,1.4,0.345,3.9,2.8,0,0.1,,2.0,4.7,0.413,11.3,3.7,0.76,4.8,133,80,24.3,Russ Smith,0.7,2.4,14.3,7.79,1.9,Louisville,['Career'],2.4,2.7,
992,0.1,0.077,1.2,0.5,0.455,1.0,0.4,0,0.5,Big East,0.7,0.5,0.25,2.2,0.5,0.545,1.0,11,0,9.8,Lamar Patterson,0.4,0.7,2.1,7.38,0.3,Pitt,['2009-10'],0.5,1.1,
993,0.6,0.435,1.4,0.3,0.222,1.1,1.3,0,0.2,Big East,0.9,0.9,0.341,2.6,0.6,0.69,0.9,32,0,12.5,Lamar Patterson,1.1,1.1,2.6,7.85,0.4,Pitt,['2010-11'],0.8,2.0,
994,2.3,0.45899999999999996,5.0,1.1,0.41,2.7,3.6,0,0.3,Big East,3.6,3.4,0.442,7.7,1.7,0.7709999999999999,2.2,37,37,28.5,Lamar Patterson,1.6,2.4,9.6,5.89,1.0,Pitt,['2011-12'],1.7,5.3,
995,2.4,0.565,4.2,1.1,0.336,3.3,2.8,0,0.3,Big East,3.2,3.5,0.46399999999999997,7.5,1.9,0.6559999999999999,2.9,33,33,27.0,Lamar Patterson,1.2,2.2,10.0,5.63,1.2,Pitt,['2012-13'],1.8,4.3,
996,3.4,0.484,7.0,2.2,0.38799999999999996,5.7,4.3,0,0.3,ACC,3.9,5.6,0.441,12.7,3.7,0.754,4.9,36,36,32.6,Lamar Patterson,1.0,2.0,17.1,7.54,1.4,Pitt,['2013-14'],2.6,4.9,
997,2.1,0.483,4.3,1.1,0.369,3.1,2.9,0,0.3,,2.8,3.2,0.435,7.4,1.9,0.723,2.6,149,106,24.3,Lamar Patterson,1.2,1.9,9.5,6.86,1.0,Pitt,['Career'],1.6,3.9,
998,1.0,0.604,1.7,0.0,0.5,0.1,0.2,0,0.3,MWC,1.0,1.1,0.6,1.8,0.4,0.591,0.7,31,1,9.7,Cameron Bairstow,0.8,1.5,2.6,4.9,0.2,New Mexico,['2010-11'],0.5,1.8,
999,1.2,0.449,2.6,0.0,0.0,0.0,0.3,0,0.6,MWC,1.9,1.2,0.444,2.6,1.3,0.634,2.1,34,1,15.4,Cameron Bairstow,1.7,2.4,3.7,3.34,0.4,New Mexico,['2011-12'],0.9,3.6,
1000,3.1,0.456,6.8,0.0,0.0,0.0,0.9,0,0.6,MWC,3.8,3.1,0.456,6.8,3.5,0.738,4.8,35,19,24.1,Cameron Bairstow,2.2,2.4,9.7,6.63,0.7,New Mexico,['2012-13'],1.2,5.9,
1001,6.9,0.5579999999999999,12.4,0.0,0.33299999999999996,0.1,1.6,0,1.5,MWC,5.1,7.0,0.556,12.5,6.4,0.735,8.8,34,34,32.9,Cameron Bairstow,2.2,2.1,20.4,4.84,0.6,New Mexico,['2013-14'],2.0,7.4,
1002,3.1,0.519,6.0,0.0,0.33299999999999996,0.0,0.8,0,0.7,,3.0,3.1,0.517,6.0,3.0,0.7170000000000001,4.2,134,55,20.8,Cameron Bairstow,1.7,2.1,9.2,4.93,0.5,New Mexico,['Career'],1.2,4.8,
1003,3.5,0.493,7.2,0.1,0.33299999999999996,0.2,0.4,0,2.1,Horizon,3.6,3.6,0.489,7.3,2.9,0.746,3.9,32,32,25.1,Alec Brown,2.0,2.8,10.2,2.17,0.4,Green Bay,['2010-11'],1.5,5.6,
1004,5.0,0.47,10.6,0.1,0.21100000000000002,0.6,0.8,0,3.0,Horizon,5.1,5.1,0.456,11.3,3.4,0.7709999999999999,4.4,30,29,31.3,Alec Brown,3.1,2.7,13.8,1.04,0.9,Green Bay,['2011-12'],2.0,8.2,
1005,4.1,0.45299999999999996,9.1,0.9,0.429,2.1,1.2,0,1.7,Horizon,4.0,5.0,0.449,11.1,3.2,0.747,4.3,34,34,30.6,Alec Brown,2.0,2.9,14.1,-0.27,0.6,Green Bay,['2012-13'],2.6,6.0,
1006,4.1,0.498,8.2,1.4,0.42,3.3,1.0,0,3.1,Horizon,3.6,5.5,0.47600000000000003,11.6,2.9,0.727,4.0,30,30,30.3,Alec Brown,2.1,2.2,15.3,0.11,0.5,Green Bay,['2013-14'],2.2,5.7,
1007,4.2,0.47600000000000003,8.8,0.6,0.4,1.5,0.9,0,2.5,,4.1,4.8,0.465,10.3,3.1,0.748,4.2,126,125,29.3,Alec Brown,2.3,2.7,13.3,0.76,0.6,Green Bay,['Career'],2.1,6.3,
1008,5.2,0.46,11.2,0.2,0.25,0.9,4.6,0,0.1,A-10,2.7,5.4,0.444,12.2,4.2,0.672,6.2,30,29,34.2,Semaj Christon,0.2,2.7,15.2,4.96,1.5,Xavier,['2012-13'],3.6,2.9,
1009,5.4,0.491,10.9,0.6,0.38799999999999996,1.4,4.2,0,0.2,Big East,2.2,5.9,0.479,12.4,4.6,0.6679999999999999,6.9,34,34,35.3,Semaj Christon,0.4,2.1,17.0,8.13,1.3,Xavier,['2013-14'],2.6,2.7,
1010,5.3,0.47600000000000003,11.1,0.4,0.33799999999999997,1.2,4.4,0,0.2,,2.5,5.7,0.462,12.3,4.4,0.67,6.6,64,63,34.8,Semaj Christon,0.3,2.4,16.2,6.55,1.4,Xavier,['Career'],3.1,2.8,
1011,1.8,0.414,4.3,0.4,0.268,1.3,1.3,0,0.1,Big Ten,1.8,2.1,0.379,5.6,1.1,0.53,2.1,31,6,19.1,Roy Devyn Marble,0.6,1.3,5.7,8.79,0.7,Iowa,['2010-11'],1.1,2.4,
1012,3.3,0.445,7.5,0.6,0.39299999999999996,1.6,3.6,0,0.4,Big Ten,2.7,4.0,0.436,9.1,2.9,0.723,4.0,35,27,29.5,Roy Devyn Marble,1.1,1.6,11.5,6.53,1.5,Iowa,['2011-12'],1.7,3.8,
1013,3.4,0.45399999999999996,7.6,1.3,0.327,4.1,3.0,0,0.3,Big Ten,3.1,4.8,0.409,11.6,4.1,0.81,5.1,37,37,30.5,Roy Devyn Marble,0.9,1.4,15.0,6.93,1.1,Iowa,['2012-13'],2.2,4.0,
1014,4.0,0.456,8.7,1.6,0.349,4.5,3.6,0,0.2,Big Ten,2.4,5.5,0.42,13.2,4.3,0.7140000000000001,6.0,33,33,30.2,Roy Devyn Marble,0.8,1.9,17.0,7.43,1.8,Iowa,['2013-14'],1.7,3.2,
1015,3.2,0.447,7.1,1.0,0.33799999999999997,2.9,2.9,0,0.2,,2.5,4.1,0.415,10.0,3.2,0.726,4.4,136,103,27.6,Roy Devyn Marble,0.9,1.6,12.5,7.42,1.3,Iowa,['Career'],1.7,3.4,
1016,0.5,0.5,1.0,0.1,0.111,0.9,0.0,0,0.4,SEC,0.6,0.6,0.316,1.9,0.5,0.455,1.1,10,0,5.3,Jordan McRae,0.2,0.5,1.8,8.73,0.2,Tennessee,['2010-11'],0.5,0.8,
1017,1.7,0.42,4.1,1.1,0.32799999999999996,3.5,1.5,0,0.8,SEC,2.4,2.9,0.377,7.6,1.8,0.759,2.3,34,15,21.7,Jordan McRae,0.5,1.7,8.6,6.58,0.6,Tennessee,['2011-12'],1.5,2.9,
