player,salary,season_end,season_start,team,team_name,salary_proportion,salary_scale,age
Stanley Johnson,2841960,2016,2015,DET,Detroit Pistons,0.0012081072469292374,12.081072469292375,19
Joel Anthony,2500000,2016,2015,DET,Detroit Pistons,0.0010627412480552483,10.627412480552483,33
Danny Granger,2170465,2016,2015,DET,Detroit Pistons,0.0009226570731840939,9.226570731840939,32
Steve Blake,2170465,2016,2015,DET,Detroit Pistons,0.0009226570731840939,9.226570731840939,35
Cartier Martin,1270964,2016,2015,DET,Detroit Pistons,0.0005402823470373163,5.402823470373163,31
Reggie Bullock,1252440,2016,2015,DET,Detroit Pistons,0.0005324078594857261,5.324078594857261,24
Spencer Dinwiddie,845059,2016,2015,DET,Detroit Pistons,0.00035923162253612807,3.5923162253612806,22
Darrun Hilliard,525093,2016,2015,DET,Detroit Pistons,0.0002232151960660298,2.232151960660298,22
Aaron Gray,452059,2016,2015,DET,Detroit Pistons,0.000192168698341843,1.92168698341843,31
Lorenzo Brown,117016,2016,2015,DET,Detroit Pistons,4.974309195297318e-05,0.4974309195297318,25
Justin Harper,99418,2016,2015,DET,Detroit Pistons,4.226224375966267e-05,0.4226224375966267,26
Adonis Thomas,60000,2016,2015,DET,Detroit Pistons,2.550578995332596e-05,0.2550578995332596,22
Andre Drummond,22116750,2017,2016,DET,Detroit Pistons,0.00747822711727625,74.7822711727625,23
Tobias Harris,17200000,2017,2016,DET,Detroit Pistons,0.005815750795987272,58.157507959872724,24
Reggie Jackson,14956522,2017,2016,DET,Detroit Pistons,0.005057174693412858,50.571746934128576,26
Jon Leuer,10991957,2017,2016,DET,Detroit Pistons,0.003716655969314411,37.16655969314411,27
Boban Marjanovic,7000000,2017,2016,DET,Detroit Pistons,0.0023668753239483083,23.668753239483085,28
Aron Baynes,6500000,2017,2016,DET,Detroit Pistons,0.0021978128008091433,21.978128008091435,30
Ish Smith,6000000,2017,2016,DET,Detroit Pistons,0.0020287502776699788,20.28750277669979,28
Josh Smith,5400000,2017,2016,DET,Detroit Pistons,0.0018258752499029807,18.258752499029807,31
Marcus Morris,4625000,2017,2016,DET,Detroit Pistons,0.0015638283390372752,15.638283390372752,27
Kentavious Caldwell-Pope,3678319,2017,2016,DET,Detroit Pistons,0.0012437317821014596,12.437317821014597,23
Stanley Johnson,2969880,2017,2016,DET,Detroit Pistons,0.001004190812441086,10.04190812441086,20
Reggie Bullock,2255644,2017,2016,DET,Detroit Pistons,0.0007626897318874369,7.626897318874369,25
Henry Ellenson,1704120,2017,2016,DET,Detroit Pistons,0.0005762056538638273,5.762056538638273,19
Beno Udrih,1551659,2017,2016,DET,Detroit Pistons,0.0005246547711831869,5.2465477118318695,34
Darrun Hilliard,874636,2017,2016,DET,Detroit Pistons,0.00029573633797669324,2.9573633797669325,23
Michael Gbinije,650000,2017,2016,DET,Detroit Pistons,0.00021978128008091435,2.1978128008091438,24
Aaron Gray,452059,2017,2016,DET,Detroit Pistons,0.00015285247029553549,1.5285247029553548,32
Ray McCallum,11949,2017,2016,DET,Detroit Pistons,4.040256177979763e-06,0.040402561779797626,25
Andre Drummond,23775506,2018,2017,DET,Detroit Pistons,0.007113882517426868,71.13882517426867,24
Tobias Harris,16000000,2018,2017,DET,Detroit Pistons,0.004787368995588564,47.87368995588564,25
Reggie Jackson,16000000,2018,2017,DET,Detroit Pistons,0.004787368995588564,47.87368995588564,27
Jon Leuer,10497319,2018,2017,DET,Detroit Pistons,0.003140908719837672,31.40908719837672,28
Avery Bradley,8808989,2018,2017,DET,Detroit Pistons,0.0026357425513175445,26.357425513175446,27
Boban Marjanovic,7000000,2018,2017,DET,Detroit Pistons,0.002094473935569997,20.94473935569997,29
Langston Galloway,6666667,2018,2017,DET,Detroit Pistons,0.001994737181232089,19.947371812320892,26
Ish Smith,6000000,2018,2017,DET,Detroit Pistons,0.0017952633733457116,17.952633733457116,29
Josh Smith,5400000,2018,2017,DET,Detroit Pistons,0.0016157370360111404,16.157370360111404,32
Anthony Tolliver,3290000,2018,2017,DET,Detroit Pistons,0.0009844027497178985,9.844027497178985,32
Stanley Johnson,3097800,2018,2017,DET,Detroit Pistons,0.0009268944796583909,9.26894479658391,21
Luke Kennard,2759280,2018,2017,DET,Detroit Pistons,0.0008256057201342259,8.256057201342259,21
Reggie Bullock,2500000,2018,2017,DET,Detroit Pistons,0.0007480264055607132,7.480264055607132,26
Henry Ellenson,1780800,2018,2017,DET,Detroit Pistons,0.0005328341692090072,5.328341692090072,20
Eric Moreland,1739333,2018,2017,DET,Detroit Pistons,0.0005204268048252527,5.204268048252527,26
Michael Gbinije,500000,2018,2017,DET,Detroit Pistons,0.00014960528111214263,1.4960528111214262,25
Aaron Gray,452059,2018,2017,DET,Detroit Pistons,0.00013526082754854816,1.3526082754854816,33
Beno Udrih,25000,2018,2017,DET,Detroit Pistons,7.480264055607132e-06,0.07480264055607132,35
Chris Mullin,2850000,1991,1990,GSW,Golden State Warriors,0.009708307927088905,97.08307927088904,27
Alton Lister,1700000,1991,1990,GSW,Golden State Warriors,0.0057909205179126795,57.90920517912679,32
Sarunas Marciulionis,1270000,1991,1990,GSW,Golden State Warriors,0.004326158269264179,43.26158269264179,26
Jim Petersen,1235000,1991,1990,GSW,Golden State Warriors,0.004206933435071858,42.069334350718584,28
Tyrone Hill,1000000,1991,1990,GSW,Golden State Warriors,0.003406423834066282,34.06423834066282,22
Mitch Richmond,850000,1991,1990,GSW,Golden State Warriors,0.0028954602589563398,28.954602589563397,25
Les Jepsen,505000,1991,1990,GSW,Golden State Warriors,0.0017202440362034724,17.202440362034725,23
Rod Higgins,500000,1991,1990,GSW,Golden State Warriors,0.001703211917033141,17.03211917033141,30
Tom Tolbert,405000,1991,1990,GSW,Golden State Warriors,0.0013796016527968442,13.796016527968442,25
Kevin Pritchard,185000,1991,1990,GSW,Golden State Warriors,0.0006301884093022622,6.301884093022622,23
Paul Mokeski,100000,1991,1990,GSW,Golden State Warriors,0.0003406423834066282,3.406423834066282,33
Mario Elie,50000,1991,1990,GSW,Golden State Warriors,0.0001703211917033141,1.703211917033141,27
Chris Mullin,2844000,1992,1991,GSW,Golden State Warriors,0.008030404852126477,80.30404852126476,28
Billy Owens,1509000,1992,1991,GSW,Golden State Warriors,0.004260858270695799,42.608582706957996,22
Alton Lister,1333000,1992,1991,GSW,Golden State Warriors,0.003763899320634526,37.63899320634526,33
Sarunas Marciulionis,1267000,1992,1991,GSW,Golden State Warriors,0.003577539714361549,35.775397143615486,27
Tyrone Hill,1200000,1992,1991,GSW,Golden State Warriors,0.003388356477690496,33.88356477690496,23
Jim Petersen,936000,1992,1991,GSW,Golden State Warriors,0.002642918052598587,26.42918052598587,29
Victor Alexander,750000,1992,1991,GSW,Golden State Warriors,0.00211772279855656,21.1772279855656,22
Chris Gatling,700000,1992,1991,GSW,Golden State Warriors,0.0019765412786527893,19.765412786527893,24
Rod Higgins,550000,1992,1991,GSW,Golden State Warriors,0.0015529967189414774,15.529967189414775,31
Tom Tolbert,506000,1992,1991,GSW,Golden State Warriors,0.0014287569814261593,14.287569814261593,26
Vincent Askew,135000,1992,1991,GSW,Golden State Warriors,0.00038119010374018083,3.8119010374018085,25
Mario Elie,130000,1992,1991,GSW,Golden State Warriors,0.00036707195174980376,3.670719517498038,28
Chris Mullin,2844000,1993,1992,GSW,Golden State Warriors,0.007121087889898967,71.21087889898966,29
Billy Owens,1962000,1993,1992,GSW,Golden State Warriors,0.00491264924049992,49.126492404999205,23
Sarunas Marciulionis,1500000,1993,1992,GSW,Golden State Warriors,0.003755848043195658,37.55848043195658,28
Tyrone Hill,1400000,1993,1992,GSW,Golden State Warriors,0.0035054581736492806,35.05458173649281,24
Alton Lister,1283000,1993,1992,GSW,Golden State Warriors,0.0032125020262800193,32.12502026280019,34
Jim Petersen,1221000,1993,1992,GSW,Golden State Warriors,0.0030572603071612656,30.572603071612654,30
Victor Alexander,942000,1993,1992,GSW,Golden State Warriors,0.0023586725711268733,23.586725711268734,23
Chris Gatling,910000,1993,1992,GSW,Golden State Warriors,0.0022785478128720324,22.785478128720325,25
Tom Tolbert,606000,1993,1992,GSW,Golden State Warriors,0.0015173626094510458,15.173626094510459,27
Jeff Grayer,550000,1993,1992,GSW,Golden State Warriors,0.0013771442825050745,13.771442825050745,27
Latrell Sprewell,550000,1993,1992,GSW,Golden State Warriors,0.0013771442825050745,13.771442825050745,22
Byron Houston,500000,1993,1992,GSW,Golden State Warriors,0.0012519493477318859,12.519493477318859,23
Jud Buechler,375000,1993,1992,GSW,Golden State Warriors,0.0009389620107989145,9.389620107989145,24
Keith Jennings,140000,1993,1992,GSW,Golden State Warriors,0.0003505458173649281,3.5054581736492807,24
Chris Mullin,2844000,1994,1993,GSW,Golden State Warriors,0.005684198805732643,56.841988057326425,30
Billy Owens,2414000,1994,1993,GSW,Golden State Warriors,0.004824773529197819,48.247735291978195,24
Sarunas Marciulionis,1900000,1994,1993,GSW,Golden State Warriors,0.0037974605242236358,37.97460524223636,29
Chris Webber,1600000,1994,1993,GSW,Golden State Warriors,0.003197861494083062,31.97861494083062,20
Jim Petersen,1521000,1994,1993,GSW,Golden State Warriors,0.003039967082812711,30.39967082812711,31
Victor Alexander,1160000,1994,1993,GSW,Golden State Warriors,0.00231844958321022,23.1844958321022,24
Chris Gatling,1120000,1994,1993,GSW,Golden State Warriors,0.0022385030458581434,22.385030458581433,26
Jeff Grayer,715000,1994,1993,GSW,Golden State Warriors,0.0014290443551683682,14.290443551683682,28
Latrell Sprewell,700000,1994,1993,GSW,Golden State Warriors,0.0013990644036613396,13.990644036613396,23
Byron Houston,600000,1994,1993,GSW,Golden State Warriors,0.0011991980602811482,11.991980602811482,24
Jud Buechler,375000,1994,1993,GSW,Golden State Warriors,0.0007494987876757176,7.494987876757176,25
Avery Johnson,300000,1994,1993,GSW,Golden State Warriors,0.0005995990301405741,5.995990301405741,28
Keith Jennings,250000,1994,1993,GSW,Golden State Warriors,0.0004996658584504784,4.996658584504784,25
Andre Spencer,250000,1994,1993,GSW,Golden State Warriors,0.0004996658584504784,4.996658584504784,29
Josh Grant,150000,1994,1993,GSW,Golden State Warriors,0.00029979951507028705,2.9979951507028706,26
Rony Seikaly,3297000,1995,1994,GSW,Golden State Warriors,0.007282508223237323,72.82508223237323,29
Chris Mullin,2844000,1995,1994,GSW,Golden State Warriors,0.006281908822228372,62.819088222283725,31
Ricky Pierce,2500000,1995,1994,GSW,Golden State Warriors,0.005522071749497514,55.22071749497514,35
Tom Gugliotta,1625000,1995,1994,GSW,Golden State Warriors,0.0035893466371733846,35.893466371733844,25
Victor Alexander,1377500,1995,1994,GSW,Golden State Warriors,0.003042661533973131,30.426615339731306,25
Chris Gatling,1330000,1995,1994,GSW,Golden State Warriors,0.0029377421707326777,29.37742170732678,27
Latrell Sprewell,890000,1995,1994,GSW,Golden State Warriors,0.0019658575428211154,19.658575428211154,24
Carlos Rogers,715000,1995,1994,GSW,Golden State Warriors,0.0015793125203562891,15.79312520356289,23
Clifford Rozier,650000,1995,1994,GSW,Golden State Warriors,0.0014357386548693538,14.357386548693539,22
Keith Jennings,350000,1995,1994,GSW,Golden State Warriors,0.000773090044929652,7.73090044929652,26
Manute Bol,200000,1995,1994,GSW,Golden State Warriors,0.00044176573995980117,4.417657399598012,32
Dwayne Morton,150000,1995,1994,GSW,Golden State Warriors,0.0003313243049698509,3.313243049698509,23
David Wood,150000,1995,1994,GSW,Golden State Warriors,0.0003313243049698509,3.313243049698509,30
Rod Higgins,15800,1995,1994,GSW,Golden State Warriors,3.489949345682429e-05,0.3489949345682429,34
Rony Seikaly,3532000,1996,1995,GSW,Golden State Warriors,0.005438757770478878,54.38757770478878,30
Chris Mullin,2844000,1996,1995,GSW,Golden State Warriors,0.0043793394958216115,43.79339495821611,32
Donyell Marshall,2730000,1996,1995,GSW,Golden State Warriors,0.0042037963514743315,42.03796351474332,22
Joe Smith,2473000,1996,1995,GSW,Golden State Warriors,0.0038080543506212533,38.080543506212535,20
B.J. Armstrong,2400000,1996,1995,GSW,Golden State Warriors,0.0036956451441532583,36.956451441532586,28
Chris Gatling,1540000,1996,1995,GSW,Golden State Warriors,0.0023713723008316743,23.713723008316745,28
Latrell Sprewell,975000,1996,1995,GSW,Golden State Warriors,0.0015013558398122612,15.013558398122612,25
Clifford Rozier,845000,1996,1995,GSW,Golden State Warriors,0.0013011750611706264,13.011750611706264,23
David Wood,350000,1996,1995,GSW,Golden State Warriors,0.0005389482501890169,5.389482501890169,31
Jon Barry,275000,1996,1995,GSW,Golden State Warriors,0.0004234593394342275,4.2345933943422756,26
Jerome Kersey,255000,1996,1995,GSW,Golden State Warriors,0.0003926622965662837,3.926622965662837,33
Andrew DeClercq,230000,1996,1995,GSW,Golden State Warriors,0.0003541659929813539,3.541659929813539,22
Latrell Sprewell,7000000,1997,1996,GSW,Golden State Warriors,0.009270599802509737,92.70599802509737,26
Mark Price,3409000,1997,1996,GSW,Golden State Warriors,0.004514782103822242,45.14782103822242,32
Donyell Marshall,3360000,1997,1996,GSW,Golden State Warriors,0.004449887905204674,44.49887905204674,23
Chris Mullin,2844000,1997,1996,GSW,Golden State Warriors,0.00376651226261967,37.6651226261967,33
Joe Smith,2794000,1997,1996,GSW,Golden State Warriors,0.0037002936926017437,37.00293692601743,21
Felton Spencer,2694000,1997,1996,GSW,Golden State Warriors,0.00356785655256589,35.678565525658904,28
B.J. Armstrong,2400000,1997,1996,GSW,Golden State Warriors,0.003178491360860481,31.78491360860481,29
Donald Royal,1700000,1997,1996,GSW,Golden State Warriors,0.0022514313806095074,22.514313806095075,30
Bimbo Coles,1400000,1997,1996,GSW,Golden State Warriors,0.0018541199605019473,18.54119960501947,28
Jon Koncak,1150000,1997,1996,GSW,Golden State Warriors,0.001523027110412314,15.23027110412314,33
Todd Fuller,1125000,1997,1996,GSW,Golden State Warriors,0.0014899178254033506,14.899178254033506,22
Andrew DeClercq,276000,1997,1996,GSW,Golden State Warriors,0.0003655265064989553,3.6552650649895533,23
Mike Peplowski,247500,1997,1996,GSW,Golden State Warriors,0.0003277819215887371,3.277819215887371,26
Lou Roe,247500,1997,1996,GSW,Golden State Warriors,0.0003277819215887371,3.277819215887371,24
Ray Owes,220000,1997,1996,GSW,Golden State Warriors,0.00029136170807887745,2.9136170807887747,24
Latrell Sprewell,7770000,1998,1997,GSW,Golden State Warriors,0.009550552569405193,95.50552569405194,27
Donyell Marshall,3990000,1998,1997,GSW,Golden State Warriors,0.004904337805910775,49.043378059107745,24
Brian Shaw,3750000,1998,1997,GSW,Golden State Warriors,0.004609340043149225,46.09340043149225,31
Joe Smith,3165160,1998,1997,GSW,Golden State Warriors,0.0038904796615931198,38.9047966159312,22
B.J. Armstrong,2600000,1998,1997,GSW,Golden State Warriors,0.003195809096583462,31.95809096583462,30
Felton Spencer,2178099,1998,1997,GSW,Golden State Warriors,0.002677226383638209,26.772263836382088,29
Bimbo Coles,1700000,1998,1997,GSW,Golden State Warriors,0.0020895674862276485,20.895674862276486,29
Adonal Foyle,1495000,1998,1997,GSW,Golden State Warriors,0.0018375902305354907,18.375902305354906,22
Erick Dampier,1478880,1998,1997,GSW,Golden State Warriors,0.0018177762141366734,18.177762141366735,22
Todd Fuller,1293240,1998,1997,GSW,Golden State Warriors,0.0015895954446406141,15.895954446406142,23
Duane Ferrell,1235000,1998,1997,GSW,Golden State Warriors,0.0015180093208771446,15.180093208771446,32
Dickey Simpkins,1235000,1998,1997,GSW,Golden State Warriors,0.0015180093208771446,15.180093208771446,25
David Vaughn,693840,1998,1997,GSW,Golden State Warriors,0.000852838532143642,8.52838532143642,24
Carl Thomas,272250,1998,1997,GSW,Golden State Warriors,0.0003346380871326337,3.3463808713263368,28
Donyell Marshall,4370000,1999,1998,GSW,Golden State Warriors,0.004941871681042654,49.41871681042654,25
John Starks,4000000,1999,1998,GSW,Golden State Warriors,0.004523452339627144,45.23452339627144,33
Jason Caffey,3675000,1999,1998,GSW,Golden State Warriors,0.004155921837032438,41.55921837032438,25
Chris Mills,3600000,1999,1998,GSW,Golden State Warriors,0.0040711071056644295,40.71107105664429,28
Muggsy Bogues,2800000,1999,1998,GSW,Golden State Warriors,0.0031664166377390005,31.664166377390004,33
Bimbo Coles,2000000,1999,1998,GSW,Golden State Warriors,0.002261726169813572,22.61726169813572,30
Antawn Jamison,1940000,1999,1998,GSW,Golden State Warriors,0.0021938743847191647,21.938743847191645,22
Adonal Foyle,1701000,1999,1998,GSW,Golden State Warriors,0.0019235981074264428,19.23598107426443,23
Felton Spencer,1650000,1999,1998,GSW,Golden State Warriors,0.0018659240900961967,18.65924090096197,30
Erick Dampier,1538000,1999,1998,GSW,Golden State Warriors,0.0017392674245866368,17.392674245866367,23
Duane Ferrell,1430000,1999,1998,GSW,Golden State Warriors,0.001617134211416704,16.17134211416704,33
Terry Cummings,1150000,1999,1998,GSW,Golden State Warriors,0.0013004925476428038,13.004925476428038,37
Tony Delk,1131000,1999,1998,GSW,Golden State Warriors,0.0012790061490295748,12.790061490295749,24
Donyell Marshall,5250000,2000,1999,GSW,Golden State Warriors,0.006112748941656986,61.127489416569865,26
Erick Dampier,4988000,2000,1999,GSW,Golden State Warriors,0.005807693661140009,58.07693661140009,24
Mookie Blaylock,4200000,2000,1999,GSW,Golden State Warriors,0.004890199153325589,48.90199153325589,32
Chris Mills,4200000,2000,1999,GSW,Golden State Warriors,0.004890199153325589,48.90199153325589,29
Jason Caffey,3937500,2000,1999,GSW,Golden State Warriors,0.00458456170624274,45.845617062427394,26
Terry Cummings,2600000,2000,1999,GSW,Golden State Warriors,0.0030272661425348887,30.272661425348886,38
Antawn Jamison,2503800,2000,1999,GSW,Golden State Warriors,0.0029152572952610978,29.152572952610978,23
Billy Owens,2090000,2000,1999,GSW,Golden State Warriors,0.0024334562453453526,24.334562453453525,30
Adonal Foyle,1922520,2000,1999,GSW,Golden State Warriors,0.0022384537324408363,22.384537324408363,24
Larry Hughes,1722240,2000,1999,GSW,Golden State Warriors,0.00200526109281511,20.0526109281511,20
Vonteego Cummings,704400,2000,1999,GSW,Golden State Warriors,0.000820156258000606,8.20156258000606,23
Tim Legler,510000,2000,1999,GSW,Golden State Warriors,0.0005938098971895358,5.938098971895358,33
Tony Farmer,510000,2000,1999,GSW,Golden State Warriors,0.0005938098971895358,5.938098971895358,29
Sam Mack,315000,2000,1999,GSW,Golden State Warriors,0.0003667649364994192,3.667649364994192,29
